#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 10778333, SEN S/N: 10778333)","Temp, °C (LGR S/N: 10778333, SEN S/N: 10778333)",Coupler Detached (LGR S/N: 10778333),Coupler Attached (LGR S/N: 10778333),Host Connected (LGR S/N: 10778333),End Of File (LGR S/N: 10778333)
3267,5/3/22 13:50,147,5.4,,,,
3268,5/3/22 14:00,146.9,5.46,,,,
3269,5/3/22 14:10,147.3,5.52,,,,
3270,5/3/22 14:20,147.3,5.55,,,,
3271,5/3/22 14:30,147.3,5.58,,,,
3272,5/3/22 14:40,147.3,5.59,,,,
3273,5/3/22 14:50,147.3,5.59,,,,
3274,5/3/22 15:00,146.9,5.59,,,,
3275,5/3/22 15:10,146.9,5.58,,,,
3276,5/3/22 15:20,146.9,5.55,,,,
3277,5/3/22 15:30,146.9,5.53,,,,
3278,5/3/22 15:40,146.6,5.52,,,,
3279,5/3/22 15:50,146.6,5.49,,,,
3280,5/3/22 16:00,146.2,5.45,,,,
3281,5/3/22 16:10,145.8,5.41,,,,
3282,5/3/22 16:20,145.4,5.37,,,,
3283,5/3/22 16:30,145.4,5.33,,,,
3284,5/3/22 16:40,145,5.28,,,,
3285,5/3/22 16:50,145,5.24,,,,
3286,5/3/22 17:00,145.1,5.2,,,,
3287,5/3/22 17:10,144.7,5.14,,,,
3288,5/3/22 17:20,144.7,5.11,,,,
3289,5/3/22 17:30,144.3,5.06,,,,
3290,5/3/22 17:40,144.3,5.01,,,,
3291,5/3/22 17:50,143.9,4.94,,,,
3292,5/3/22 18:00,143.6,4.87,,,,
3293,5/3/22 18:10,143.6,4.8,,,,
3294,5/3/22 18:20,143.2,4.76,,,,
3295,5/3/22 18:30,142.8,4.68,,,,
3296,5/3/22 18:40,142.8,4.62,,,,
3297,5/3/22 18:50,142.1,4.54,,,,
3298,5/3/22 19:00,142.1,4.45,,,,
3299,5/3/22 19:10,141.7,4.36,,,,
3300,5/3/22 19:20,140.9,4.26,,,,
3301,5/3/22 19:30,140.6,4.14,,,,
3302,5/3/22 19:40,140.2,4.01,,,,
3303,5/3/22 19:50,139.8,3.88,,,,
3304,5/3/22 20:00,139.5,3.74,,,,
3305,5/3/22 20:10,139.1,3.61,,,,
3306,5/3/22 20:20,138.7,3.49,,,,
3307,5/3/22 20:30,138,3.35,,,,
3308,5/3/22 20:40,137.6,3.23,,,,
3309,5/3/22 20:50,137.2,3.11,,,,
3310,5/3/22 21:00,137.2,2.98,,,,
3311,5/3/22 21:10,136.5,2.87,,,,
3312,5/3/22 21:20,136.1,2.76,,,,
3313,5/3/22 21:30,135.7,2.66,,,,
3314,5/3/22 21:40,135.4,2.57,,,,
3315,5/3/22 21:50,135.4,2.48,,,,
3316,5/3/22 22:00,135,2.4,,,,
3317,5/3/22 22:10,134.6,2.31,,,,
3318,5/3/22 22:20,134.6,2.24,,,,
3319,5/3/22 22:30,134.2,2.18,,,,
3320,5/3/22 22:40,133.9,2.11,,,,
3321,5/3/22 22:50,133.9,2.05,,,,
3322,5/3/22 23:00,133.5,2,,,,
3323,5/3/22 23:10,133.5,1.96,,,,
3324,5/3/22 23:20,132.7,1.92,,,,
3325,5/3/22 23:30,132.7,1.88,,,,
3326,5/3/22 23:40,132.7,1.84,,,,
3327,5/3/22 23:50,132.4,1.79,,,,
3328,5/4/22 0:00,132.4,1.74,,,,
3329,5/4/22 0:10,132,1.7,,,,
3330,5/4/22 0:20,132,1.66,,,,
3331,5/4/22 0:30,131.6,1.59,,,,
3332,5/4/22 0:40,131.6,1.54,,,,
3333,5/4/22 0:50,131.2,1.49,,,,
3334,5/4/22 1:00,131.2,1.44,,,,
3335,5/4/22 1:10,130.9,1.4,,,,
3336,5/4/22 1:20,130.9,1.35,,,,
3337,5/4/22 1:30,130.5,1.31,,,,
3338,5/4/22 1:40,130.5,1.27,,,,
3339,5/4/22 1:50,130.1,1.24,,,,
3340,5/4/22 2:00,130.1,1.2,,,,
3341,5/4/22 2:10,130.1,1.18,,,,
3342,5/4/22 2:20,129.7,1.16,,,,
3343,5/4/22 2:30,129.3,1.15,,,,
3344,5/4/22 2:40,129.3,1.13,,,,
3345,5/4/22 2:50,129.3,1.13,,,,
3346,5/4/22 3:00,129.3,1.13,,,,
3347,5/4/22 3:10,129.3,1.11,,,,
3348,5/4/22 3:20,129.3,1.11,,,,
3349,5/4/22 3:30,129.3,1.1,,,,
3350,5/4/22 3:40,129.3,1.09,,,,
3351,5/4/22 3:50,129,1.07,,,,
3352,5/4/22 4:00,129,1.07,,,,
3353,5/4/22 4:10,128.6,1.06,,,,
3354,5/4/22 4:20,128.6,1.05,,,,
3355,5/4/22 4:30,129,1.05,,,,
3356,5/4/22 4:40,128.6,1.05,,,,
3357,5/4/22 4:50,128.6,1.05,,,,
3358,5/4/22 5:00,129,1.05,,,,
3359,5/4/22 5:10,128.2,1.05,,,,
3360,5/4/22 5:20,128.2,1.05,,,,
3361,5/4/22 5:30,128.2,1.05,,,,
3362,5/4/22 5:40,128.6,1.05,,,,
3363,5/4/22 5:50,128.2,1.05,,,,
3364,5/4/22 6:00,128.2,1.03,,,,
3365,5/4/22 6:10,128.2,1.03,,,,
3366,5/4/22 6:20,128.2,1.01,,,,
3367,5/4/22 6:30,128.2,1,,,,
3368,5/4/22 6:40,128.2,0.97,,,,
3369,5/4/22 6:50,128.2,0.96,,,,
3370,5/4/22 7:00,128.2,0.94,,,,
3371,5/4/22 7:10,127.8,0.93,,,,
3372,5/4/22 7:20,127.8,0.9,,,,
3373,5/4/22 7:30,127.8,0.88,,,,
3374,5/4/22 7:40,127.8,0.85,,,,
3375,5/4/22 7:50,127.8,0.83,,,,
3376,5/4/22 8:00,127.8,0.8,,,,
3377,5/4/22 8:10,127.4,0.77,,,,
3378,5/4/22 8:20,127.4,0.76,,,,
3379,5/4/22 8:30,127.5,0.74,,,,
3380,5/4/22 8:40,127.5,0.71,,,,
3381,5/4/22 8:50,127.1,0.7,,,,
3382,5/4/22 9:00,127.1,0.67,,,,
3383,5/4/22 9:10,126.7,0.67,,,,
3384,5/4/22 9:20,127.1,0.67,,,,
3385,5/4/22 9:30,127.1,0.67,,,,
3386,5/4/22 9:40,126.7,0.7,,,,
3387,5/4/22 9:50,127.1,0.74,,,,
3388,5/4/22 10:00,127.1,0.79,,,,
3389,5/4/22 10:10,127.4,0.83,,,,
3390,5/4/22 10:20,127.4,0.88,,,,
3391,5/4/22 10:30,127.4,0.92,,,,
3392,5/4/22 10:40,127.4,0.97,,,,
3393,5/4/22 10:50,127.8,1.02,,,,
3394,5/4/22 11:00,127.8,1.06,,,,
3395,5/4/22 11:10,128.6,1.15,,,,
3396,5/4/22 11:20,128.6,1.2,,,,
3397,5/4/22 11:30,129.3,1.31,,,,
3398,5/4/22 11:40,129.3,1.4,,,,
3399,5/4/22 11:50,129.3,1.48,,,,
3400,5/4/22 12:00,130.1,1.57,,,,
3401,5/4/22 12:10,130.8,1.66,,,,
3402,5/4/22 12:20,130.8,1.75,,,,
3403,5/4/22 12:30,131.2,1.84,,,,
3404,5/4/22 12:40,131.6,1.92,,,,
3405,5/4/22 12:50,131.9,2,,,,
3406,5/4/22 13:00,131.9,2.06,,,,
3407,5/4/22 13:10,132.3,2.11,,,,
3408,5/4/22 13:20,132.7,2.15,,,,
3409,5/4/22 13:30,132.7,2.19,,,,
3410,5/4/22 13:40,132.7,2.22,,,,
3411,5/4/22 13:50,133.1,2.23,,,,
3412,5/4/22 14:00,133.1,2.26,,,,
3413,5/4/22 14:10,133.5,2.28,,,,
3414,5/4/22 14:20,133.8,2.31,,,,
3415,5/4/22 14:30,133.8,2.33,,,,
3416,5/4/22 14:40,133.4,2.36,,,,
3417,5/4/22 14:50,133.8,2.37,,,,
3418,5/4/22 15:00,134.2,2.41,,,,
3419,5/4/22 15:10,134.2,2.42,,,,
3420,5/4/22 15:20,134.2,2.44,,,,
3421,5/4/22 15:30,134.2,2.44,,,,
3422,5/4/22 15:40,134.2,2.42,,,,
3423,5/4/22 15:50,134.2,2.42,,,,
3424,5/4/22 16:00,133.8,2.4,,,,
3425,5/4/22 16:10,133.8,2.4,,,,
3426,5/4/22 16:20,134.2,2.4,,,,
3427,5/4/22 16:30,134.2,2.4,,,,
3428,5/4/22 16:40,134.2,2.41,,,,
3429,5/4/22 16:50,134.2,2.41,,,,
3430,5/4/22 17:00,134.2,2.44,,,,
3431,5/4/22 17:10,134.2,2.45,,,,
3432,5/4/22 17:20,134.2,2.46,,,,
3433,5/4/22 17:30,134.2,2.46,,,,
3434,5/4/22 17:40,134.2,2.44,,,,
3435,5/4/22 17:50,134.2,2.44,,,,
3436,5/4/22 18:00,134.2,2.41,,,,
3437,5/4/22 18:10,134.2,2.4,,,,
3438,5/4/22 18:20,133.8,2.39,,,,
3439,5/4/22 18:30,133.8,2.36,,,,
3440,5/4/22 18:40,133.8,2.35,,,,
3441,5/4/22 18:50,133.8,2.33,,,,
3442,5/4/22 19:00,133.8,2.31,,,,
3443,5/4/22 19:10,133.8,2.29,,,,
3444,5/4/22 19:20,133.5,2.27,,,,
3445,5/4/22 19:30,133.5,2.23,,,,
3446,5/4/22 19:40,133.1,2.22,,,,
3447,5/4/22 19:50,132.7,2.19,,,,
3448,5/4/22 20:00,132.7,2.16,,,,
3449,5/4/22 20:10,132.7,2.15,,,,
3450,5/4/22 20:20,132.7,2.11,,,,
3451,5/4/22 20:30,132.7,2.07,,,,
3452,5/4/22 20:40,132.3,2.05,,,,
3453,5/4/22 20:50,132.3,2.01,,,,
3454,5/4/22 21:00,132.3,1.98,,,,
3455,5/4/22 21:10,132,1.94,,,,
3456,5/4/22 21:20,132,1.92,,,,
3457,5/4/22 21:30,132,1.89,,,,
3458,5/4/22 21:40,132,1.85,,,,
3459,5/4/22 21:50,131.6,1.83,,,,
3460,5/4/22 22:00,131.6,1.8,,,,
3461,5/4/22 22:10,131.6,1.77,,,,
3462,5/4/22 22:20,131.6,1.76,,,,
3463,5/4/22 22:30,131.2,1.74,,,,
3464,5/4/22 22:40,131.2,1.71,,,,
3465,5/4/22 22:50,131.2,1.7,,,,
3466,5/4/22 23:00,130.8,1.68,,,,
3467,5/4/22 23:10,130.8,1.64,,,,
3468,5/4/22 23:20,130.8,1.63,,,,
3469,5/4/22 23:30,130.8,1.62,,,,
3470,5/4/22 23:40,130.8,1.59,,,,
3471,5/4/22 23:50,130.8,1.58,,,,
3472,5/5/22 0:00,130.4,1.58,,,,
3473,5/5/22 0:10,130.5,1.55,,,,
3474,5/5/22 0:20,130.5,1.54,,,,
3475,5/5/22 0:30,130.5,1.51,,,,
3476,5/5/22 0:40,130.1,1.5,,,,
3477,5/5/22 0:50,130.1,1.49,,,,
3478,5/5/22 1:00,130.1,1.49,,,,
3479,5/5/22 1:10,130.1,1.48,,,,
3480,5/5/22 1:20,130.1,1.46,,,,
3481,5/5/22 1:30,130.1,1.46,,,,
3482,5/5/22 1:40,130.1,1.44,,,,
3483,5/5/22 1:50,130.1,1.42,,,,
3484,5/5/22 2:00,129.7,1.41,,,,
3485,5/5/22 2:10,129.7,1.41,,,,
3486,5/5/22 2:20,129.3,1.4,,,,
3487,5/5/22 2:30,129.7,1.37,,,,
3488,5/5/22 2:40,129.7,1.37,,,,
3489,5/5/22 2:50,129.3,1.37,,,,
3490,5/5/22 3:00,129.3,1.36,,,,
3491,5/5/22 3:10,129.3,1.33,,,,
3492,5/5/22 3:20,129.3,1.33,,,,
3493,5/5/22 3:30,129.3,1.32,,,,
3494,5/5/22 3:40,129.3,1.32,,,,
3495,5/5/22 3:50,129.3,1.31,,,,
3496,5/5/22 4:00,129.3,1.28,,,,
3497,5/5/22 4:10,129.3,1.27,,,,
3498,5/5/22 4:20,129.3,1.28,,,,
3499,5/5/22 4:30,129.3,1.25,,,,
3500,5/5/22 4:40,129.3,1.24,,,,
3501,5/5/22 4:50,128.9,1.23,,,,
3502,5/5/22 5:00,128.6,1.22,,,,
3503,5/5/22 5:10,128.6,1.2,,,,
3504,5/5/22 5:20,128.6,1.19,,,,
3505,5/5/22 5:30,128.9,1.18,,,,
3506,5/5/22 5:40,128.9,1.16,,,,
3507,5/5/22 5:50,128.6,1.15,,,,
3508,5/5/22 6:00,129,1.14,,,,
3509,5/5/22 6:10,128.2,1.14,,,,
3510,5/5/22 6:20,128.6,1.15,,,,
3511,5/5/22 6:30,128.6,1.15,,,,
3512,5/5/22 6:40,128.6,1.16,,,,
3513,5/5/22 6:50,128.6,1.16,,,,
3514,5/5/22 7:00,128.6,1.18,,,,
3515,5/5/22 7:10,128.6,1.2,,,,
3516,5/5/22 7:20,128.6,1.2,,,,
3517,5/5/22 7:30,128.9,1.23,,,,
3518,5/5/22 7:40,128.9,1.27,,,,
3519,5/5/22 7:50,129.3,1.29,,,,
3520,5/5/22 8:00,129.3,1.32,,,,
3521,5/5/22 8:10,129.3,1.35,,,,
3522,5/5/22 8:20,129.3,1.38,,,,
3523,5/5/22 8:30,129.3,1.42,,,,
3524,5/5/22 8:40,129.3,1.46,,,,
3525,5/5/22 8:50,129.3,1.53,,,,
3526,5/5/22 9:00,129.7,1.57,,,,
3527,5/5/22 9:10,130.1,1.61,,,,
3528,5/5/22 9:20,130.4,1.67,,,,
3529,5/5/22 9:30,130.4,1.72,,,,
3530,5/5/22 9:40,131.2,1.8,,,,
3531,5/5/22 9:50,131.2,1.87,,,,
3532,5/5/22 10:00,131.6,1.96,,,,
3533,5/5/22 10:10,131.9,2.1,,,,
3534,5/5/22 10:20,132.3,2.26,,,,
3535,5/5/22 10:30,133.4,2.42,,,,
3536,5/5/22 10:40,134.2,2.59,,,,
3537,5/5/22 10:50,134.6,2.75,,,,
3538,5/5/22 11:00,135.3,2.88,,,,
3539,5/5/22 11:10,135.7,3,,,,
3540,5/5/22 11:20,136.1,3.11,,,,
3541,5/5/22 11:30,137.2,3.22,,,,
3542,5/5/22 11:40,137.2,3.29,,,,
3543,5/5/22 11:50,137.6,3.36,,,,
3544,5/5/22 12:00,138,3.42,,,,
3545,5/5/22 12:10,138.3,3.49,,,,
3546,5/5/22 12:20,138.7,3.58,,,,
3547,5/5/22 12:30,139.1,3.67,,,,
3548,5/5/22 12:40,139.5,3.79,,,,
3549,5/5/22 12:50,139.8,3.91,,,,
3550,5/5/22 13:00,140.2,4.03,,,,
3551,5/5/22 13:10,141.3,4.19,,,,
3552,5/5/22 13:20,142.1,4.35,,,,
3553,5/5/22 13:30,142.4,4.5,,,,
3554,5/5/22 13:40,143.2,4.63,,,,
3555,5/5/22 13:50,143.6,4.74,,,,
3556,5/5/22 14:00,143.9,4.83,,,,
3557,5/5/22 14:10,144.3,4.91,,,,
3558,5/5/22 14:20,144.3,4.98,,,,
3559,5/5/22 14:30,145.1,5.05,,,,
3560,5/5/22 14:40,145.1,5.13,,,,
3561,5/5/22 14:50,145.1,5.14,,,,
3562,5/5/22 15:00,145.1,5.19,,,,
3563,5/5/22 15:10,145.4,5.23,,,,
3564,5/5/22 15:20,145.4,5.27,,,,
3565,5/5/22 15:30,145.4,5.31,,,,
3566,5/5/22 15:40,145.8,5.32,,,,
3567,5/5/22 15:50,146.2,5.37,,,,
3568,5/5/22 16:00,146.2,5.41,,,,
3569,5/5/22 16:10,146.6,5.45,,,,
3570,5/5/22 16:20,146.6,5.49,,,,
3571,5/5/22 16:30,146.9,5.52,,,,
3572,5/5/22 16:40,146.9,5.53,,,,
3573,5/5/22 16:50,146.9,5.53,,,,
3574,5/5/22 17:00,146.6,5.54,,,,
3575,5/5/22 17:10,146.6,5.54,,,,
3576,5/5/22 17:20,146.9,5.53,,,,
3577,5/5/22 17:30,146.9,5.5,,,,
3578,5/5/22 17:40,146.6,5.48,,,,
3579,5/5/22 17:50,146.6,5.45,,,,
3580,5/5/22 18:00,146.6,5.4,,,,
3581,5/5/22 18:10,146.6,5.37,,,,
3582,5/5/22 18:20,146.6,5.33,,,,
3583,5/5/22 18:30,146.6,5.3,,,,
3584,5/5/22 18:40,146.2,5.26,,,,
3585,5/5/22 18:50,146.2,5.18,,,,
3586,5/5/22 19:00,145.5,5.11,,,,
3587,5/5/22 19:10,145.5,5.04,,,,
3588,5/5/22 19:20,145.1,4.94,,,,
3589,5/5/22 19:30,144.7,4.88,,,,
3590,5/5/22 19:40,144.3,4.8,,,,
3591,5/5/22 19:50,144,4.7,,,,
3592,5/5/22 20:00,143.6,4.62,,,,
3593,5/5/22 20:10,143.2,4.53,,,,
3594,5/5/22 20:20,142.8,4.42,,,,
3595,5/5/22 20:30,142.1,4.35,,,,
3596,5/5/22 20:40,142.1,4.23,,,,
3597,5/5/22 20:50,141.7,4.13,,,,
3598,5/5/22 21:00,141,4.02,,,,
3599,5/5/22 21:10,140.6,3.96,,,,
3600,5/5/22 21:20,140.2,3.84,,,,
3601,5/5/22 21:30,139.8,3.76,,,,
3602,5/5/22 21:40,139.5,3.66,,,,
3603,5/5/22 21:50,139.1,3.57,,,,
3604,5/5/22 22:00,138.7,3.46,,,,
3605,5/5/22 22:10,138.3,3.39,,,,
3606,5/5/22 22:20,138,3.31,,,,
3607,5/5/22 22:30,138,3.22,,,,
3608,5/5/22 22:40,137.2,3.13,,,,
3609,5/5/22 22:50,137.2,3.02,,,,
3610,5/5/22 23:00,136.5,2.94,,,,
3611,5/5/22 23:10,136.1,2.87,,,,
3612,5/5/22 23:20,135.7,2.79,,,,
3613,5/5/22 23:30,135.3,2.71,,,,
3614,5/5/22 23:40,135.3,2.64,,,,
3615,5/5/22 23:50,135.4,2.59,,,,
3616,5/6/22 0:00,135,2.53,,,,
3617,5/6/22 0:10,134.6,2.48,,,,
3618,5/6/22 0:20,134.6,2.42,,,,
3619,5/6/22 0:30,134.2,2.39,,,,
3620,5/6/22 0:40,134.2,2.35,,,,
3621,5/6/22 0:50,133.8,2.32,,,,
3622,5/6/22 1:00,133.8,2.27,,,,
3623,5/6/22 1:10,133.9,2.24,,,,
3624,5/6/22 1:20,133.9,2.2,,,,
3625,5/6/22 1:30,133.5,2.18,,,,
3626,5/6/22 1:40,133.5,2.15,,,,
3627,5/6/22 1:50,133.5,2.1,,,,
3628,5/6/22 2:00,132.7,2.07,,,,
3629,5/6/22 2:10,132.7,2.05,,,,
3630,5/6/22 2:20,132.7,2.03,,,,
3631,5/6/22 2:30,132.3,2.01,,,,
3632,5/6/22 2:40,132.3,1.98,,,,
3633,5/6/22 2:50,132.3,1.96,,,,
3634,5/6/22 3:00,132.3,1.94,,,,
3635,5/6/22 3:10,132.3,1.92,,,,
3636,5/6/22 3:20,132,1.88,,,,
3637,5/6/22 3:30,131.6,1.85,,,,
3638,5/6/22 3:40,132,1.83,,,,
3639,5/6/22 3:50,132,1.8,,,,
3640,5/6/22 4:00,131.6,1.79,,,,
3641,5/6/22 4:10,131.6,1.77,,,,
3642,5/6/22 4:20,131.6,1.77,,,,
3643,5/6/22 4:30,131.6,1.76,,,,
3644,5/6/22 4:40,131.6,1.77,,,,
3645,5/6/22 4:50,131.6,1.8,,,,
3646,5/6/22 5:00,131.6,1.81,,,,
3647,5/6/22 5:10,132,1.84,,,,
3648,5/6/22 5:20,132,1.88,,,,
3649,5/6/22 5:30,132.3,1.92,,,,
3650,5/6/22 5:40,132.3,1.94,,,,
3651,5/6/22 5:50,132.3,1.98,,,,
3652,5/6/22 6:00,132.3,2.02,,,,
3653,5/6/22 6:10,132.7,2.03,,,,
3654,5/6/22 6:20,132.7,2.06,,,,
3655,5/6/22 6:30,132.7,2.09,,,,
3656,5/6/22 6:40,133.1,2.11,,,,
3657,5/6/22 6:50,132.7,2.14,,,,
3658,5/6/22 7:00,132.7,2.15,,,,
3659,5/6/22 7:10,133.1,2.16,,,,
3660,5/6/22 7:20,133.1,2.18,,,,
3661,5/6/22 7:30,133.5,2.19,,,,
3662,5/6/22 7:40,133.5,2.22,,,,
3663,5/6/22 7:50,133.5,2.24,,,,
3664,5/6/22 8:00,133.8,2.28,,,,
3665,5/6/22 8:10,134.2,2.32,,,,
3666,5/6/22 8:20,134.2,2.36,,,,
3667,5/6/22 8:30,134.6,2.41,,,,
3668,5/6/22 8:40,134.6,2.49,,,,
3669,5/6/22 8:50,135,2.54,,,,
3670,5/6/22 9:00,135,2.61,,,,
3671,5/6/22 9:10,135.3,2.67,,,,
3672,5/6/22 9:20,135.7,2.76,,,,
3673,5/6/22 9:30,136.1,2.87,,,,
3674,5/6/22 9:40,137.2,3.01,,,,
3675,5/6/22 9:50,138,3.19,,,,
3676,5/6/22 10:00,138.7,3.4,,,,
3677,5/6/22 10:10,139.5,3.63,,,,
3678,5/6/22 10:20,140.6,3.89,,,,
3679,5/6/22 10:30,142.1,4.16,,,,
3680,5/6/22 10:40,143.2,4.44,,,,
3681,5/6/22 10:50,144.3,4.74,,,,
3682,5/6/22 11:00,145.9,5.04,,,,
3683,5/6/22 11:10,147.4,5.35,,,,
3684,5/6/22 11:20,148.9,5.68,,,,
3685,5/6/22 11:30,150,6,,,,
3686,5/6/22 11:40,151.5,6.27,,,,
3687,5/6/22 11:50,152.6,6.56,,,,
3688,5/6/22 12:00,153.7,6.81,,,,
3689,5/6/22 12:10,155.2,7.07,,,,
3690,5/6/22 12:20,156.3,7.32,,,,
3691,5/6/22 12:30,157.1,7.52,,,,
3692,5/6/22 12:40,158.2,7.7,,,,
3693,5/6/22 12:50,158.9,7.85,,,,
3694,5/6/22 13:00,159.7,8,,,,
3695,5/6/22 13:10,159.7,8.13,,,,
3696,5/6/22 13:20,160.4,8.28,,,,
3697,5/6/22 13:30,161.2,8.43,,,,
3698,5/6/22 13:40,162.3,8.59,,,,
3699,5/6/22 13:50,163.1,8.74,,,,
3700,5/6/22 14:00,163.4,8.85,,,,
3701,5/6/22 14:10,163.8,8.96,,,,
3702,5/6/22 14:20,164.2,9.05,,,,
3703,5/6/22 14:30,164.2,9.09,,,,
3704,5/6/22 14:40,164.5,9.09,,,,
3705,5/6/22 14:50,164.5,9.08,,,,
3706,5/6/22 15:00,165.3,9.06,,,,
3707,5/6/22 15:10,164.9,9.01,,,,
3708,5/6/22 15:20,164.9,8.97,,,,
3709,5/6/22 15:30,164.6,8.95,,,,
3710,5/6/22 15:40,164.6,8.89,,,,
3711,5/6/22 15:50,164.2,8.85,,,,
3712,5/6/22 16:00,163.4,8.74,,,,
3713,5/6/22 16:10,163.1,8.59,,,,
3714,5/6/22 16:20,162.3,8.44,,,,
3715,5/6/22 16:30,161.2,8.24,,,,
3716,5/6/22 16:40,160.1,8.04,,,,
3717,5/6/22 16:50,159.3,7.83,,,,
3718,5/6/22 17:00,158.6,7.61,,,,
3719,5/6/22 17:10,157.9,7.4,,,,
3720,5/6/22 17:20,156.3,7.22,,,,
3721,5/6/22 17:30,156,7.09,,,,
3722,5/6/22 17:40,155.6,6.93,,,,
3723,5/6/22 17:50,155.3,6.78,,,,
3724,5/6/22 18:00,153.7,6.58,,,,
3725,5/6/22 18:10,151.1,6.43,,,,
3726,5/6/22 18:20,147.6,6.26,,,,
3727,5/6/22 18:30,144.5,6.09,,,,
3728,5/6/22 18:40,142.6,5.93,,,,
3729,5/6/22 18:50,141.1,5.78,,,,
3730,5/6/22 19:00,139.6,5.62,,,,
3731,5/6/22 19:10,138.4,5.48,,,,
3732,5/6/22 19:20,137.3,5.32,,,,
3733,5/6/22 19:30,136.2,5.19,,,,
3734,5/6/22 19:40,135.4,5.05,,,,
3735,5/6/22 19:50,134.3,4.92,,,,
3736,5/6/22 20:00,133.9,4.76,,,,
3737,5/6/22 20:10,132.7,4.62,,,,
3738,5/6/22 20:20,132.4,4.49,,,,
3739,5/6/22 20:30,132,4.35,,,,
3740,5/6/22 20:40,131.6,4.22,,,,
3741,5/6/22 20:50,131.7,4.1,,,,
3742,5/6/22 21:00,131.3,3.97,,,,
3743,5/6/22 21:10,131.3,3.85,,,,
3744,5/6/22 21:20,131.3,3.74,,,,
3745,5/6/22 21:30,131.3,3.63,,,,
3746,5/6/22 21:40,131,3.54,,,,
3747,5/6/22 21:50,130.6,3.44,,,,
3748,5/6/22 22:00,130.6,3.32,,,,
3749,5/6/22 22:10,130.2,3.22,,,,
3750,5/6/22 22:20,129.9,3.11,,,,
3751,5/6/22 22:30,129.9,3.03,,,,
3752,5/6/22 22:40,129.1,2.96,,,,
3753,5/6/22 22:50,129.1,2.87,,,,
3754,5/6/22 23:00,129.1,2.79,,,,
3755,5/6/22 23:10,128.7,2.72,,,,
3756,5/6/22 23:20,128.4,2.64,,,,
3757,5/6/22 23:30,128,2.59,,,,
3758,5/6/22 23:40,128,2.53,,,,
3759,5/6/22 23:50,127.6,2.48,,,,
3760,5/7/22 0:00,127.6,2.42,,,,
3761,5/7/22 0:10,127.6,2.37,,,,
3762,5/7/22 0:20,127.6,2.33,,,,
3763,5/7/22 0:30,126.9,2.28,,,,
3764,5/7/22 0:40,126.9,2.24,,,,
3765,5/7/22 0:50,126.9,2.19,,,,
3766,5/7/22 1:00,126.9,2.15,,,,
3767,5/7/22 1:10,126.5,2.11,,,,
3768,5/7/22 1:20,126.5,2.07,,,,
3769,5/7/22 1:30,125.7,2.05,,,,
3770,5/7/22 1:40,125.7,2.01,,,,
3771,5/7/22 1:50,125.7,1.97,,,,
3772,5/7/22 2:00,125.7,1.93,,,,
3773,5/7/22 2:10,125.7,1.89,,,,
3774,5/7/22 2:20,125.8,1.88,,,,
3775,5/7/22 2:30,125.4,1.85,,,,
3776,5/7/22 2:40,125,1.81,,,,
3777,5/7/22 2:50,125,1.77,,,,
3778,5/7/22 3:00,124.6,1.76,,,,
3779,5/7/22 3:10,124.6,1.74,,,,
3780,5/7/22 3:20,124.6,1.71,,,,
3781,5/7/22 3:30,124.6,1.67,,,,
3782,5/7/22 3:40,124.2,1.63,,,,
3783,5/7/22 3:50,124.2,1.61,,,,
3784,5/7/22 4:00,124.2,1.59,,,,
3785,5/7/22 4:10,123.9,1.55,,,,
3786,5/7/22 4:20,123.9,1.53,,,,
3787,5/7/22 4:30,123.9,1.49,,,,
3788,5/7/22 4:40,123.5,1.48,,,,
3789,5/7/22 4:50,123.5,1.45,,,,
3790,5/7/22 5:00,123.1,1.42,,,,
3791,5/7/22 5:10,123.1,1.4,,,,
3792,5/7/22 5:20,123.1,1.38,,,,
3793,5/7/22 5:30,122.7,1.35,,,,
3794,5/7/22 5:40,122.7,1.32,,,,
3795,5/7/22 5:50,122.7,1.32,,,,
3796,5/7/22 6:00,122.7,1.29,,,,
3797,5/7/22 6:10,122.3,1.28,,,,
3798,5/7/22 6:20,122.7,1.27,,,,
3799,5/7/22 6:30,122.3,1.25,,,,
3800,5/7/22 6:40,122.3,1.23,,,,
3801,5/7/22 6:50,122,1.23,,,,
3802,5/7/22 7:00,122,1.23,,,,
3803,5/7/22 7:10,122,1.22,,,,
3804,5/7/22 7:20,122,1.2,,,,
3805,5/7/22 7:30,122,1.22,,,,
3806,5/7/22 7:40,122,1.23,,,,
3807,5/7/22 7:50,122,1.24,,,,
3808,5/7/22 8:00,122.3,1.27,,,,
3809,5/7/22 8:10,122.3,1.31,,,,
3810,5/7/22 8:20,122.3,1.35,,,,
3811,5/7/22 8:30,122.7,1.4,,,,
3812,5/7/22 8:40,122.7,1.44,,,,
3813,5/7/22 8:50,123.1,1.5,,,,
3814,5/7/22 9:00,123.1,1.57,,,,
3815,5/7/22 9:10,123.5,1.63,,,,
3816,5/7/22 9:20,123.4,1.71,,,,
3817,5/7/22 9:30,123.8,1.77,,,,
3818,5/7/22 9:40,124.2,1.88,,,,
3819,5/7/22 9:50,124.6,2,,,,
3820,5/7/22 10:00,125.7,2.14,,,,
3821,5/7/22 10:10,125.7,2.29,,,,
3822,5/7/22 10:20,126.8,2.46,,,,
3823,5/7/22 10:30,127.2,2.64,,,,
