#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 21135142, SEN S/N: 21135142)","Temp, °C (LGR S/N: 21135142, SEN S/N: 21135142)",Coupler Detached (LGR S/N: 21135142),Coupler Attached (LGR S/N: 21135142),Host Connected (LGR S/N: 21135142),Stopped (LGR S/N: 21135142),End Of File (LGR S/N: 21135142)
1096,5/28/22 4:04,5.4,3.88,,,,,
1097,5/28/22 4:09,5.4,3.9,,,,,
1098,5/28/22 4:14,5.4,3.88,,,,,
1099,5/28/22 4:19,5.4,3.9,,,,,
1100,5/28/22 4:24,5.4,3.9,,,,,
1101,5/28/22 4:29,5.4,3.9,,,,,
1102,5/28/22 4:34,5.4,3.9,,,,,
1103,5/28/22 4:39,2.1,3.9,,,,,
1104,5/28/22 4:44,5.4,3.9,,,,,
1105,5/28/22 4:49,3.2,3.9,,,,,
1106,5/28/22 4:54,5.4,3.91,,,,,
1107,5/28/22 4:59,5.4,3.91,,,,,
1108,5/28/22 5:04,5.4,3.91,,,,,
1109,5/28/22 5:09,5.4,3.9,,,,,
1110,5/28/22 5:14,3.2,3.91,,,,,
1111,5/28/22 5:19,5.4,3.91,,,,,
1112,5/28/22 5:24,5.4,3.91,,,,,
1113,5/28/22 5:29,5.4,3.92,,,,,
1114,5/28/22 5:34,5.4,3.92,,,,,
1115,5/28/22 5:39,3.2,3.92,,,,,
1116,5/28/22 5:44,5.4,3.92,,,,,
1117,5/28/22 5:49,5.4,3.93,,,,,
1118,5/28/22 5:54,5.4,3.92,,,,,
1119,5/28/22 5:59,5.4,3.92,,,,,
1120,5/28/22 6:04,3.2,3.93,,,,,
1121,5/28/22 6:09,5.4,3.92,,,,,
1122,5/28/22 6:14,5.4,3.93,,,,,
1123,5/28/22 6:19,5.4,3.93,,,,,
1124,5/28/22 6:24,5.4,3.92,,,,,
1125,5/28/22 6:29,5.4,3.93,,,,,
1126,5/28/22 6:34,5.4,3.93,,,,,
1127,5/28/22 6:39,5.4,3.95,,,,,
1128,5/28/22 6:44,5.4,3.93,,,,,
1129,5/28/22 6:49,5.4,3.95,,,,,
1130,5/28/22 6:54,5.4,3.93,,,,,
1131,5/28/22 6:59,5.4,3.95,,,,,
1132,5/28/22 7:04,5.4,3.95,,,,,
1133,5/28/22 7:09,5.4,3.95,,,,,
1134,5/28/22 7:14,5.4,3.93,,,,,
1135,5/28/22 7:19,5.4,3.95,,,,,
1136,5/28/22 7:24,3.2,3.95,,,,,
1137,5/28/22 7:29,5.4,3.96,,,,,
1138,5/28/22 7:34,5.4,3.95,,,,,
1139,5/28/22 7:39,5.4,3.95,,,,,
1140,5/28/22 7:44,5.4,3.96,,,,,
1141,5/28/22 7:49,5.4,3.95,,,,,
1142,5/28/22 7:54,5.4,3.97,,,,,
1143,5/28/22 7:59,5.4,3.97,,,,,
1144,5/28/22 8:04,5.4,3.96,,,,,
1145,5/28/22 8:09,5.4,3.96,,,,,
1146,5/28/22 8:14,5.4,3.96,,,,,
1147,5/28/22 8:19,5.4,3.96,,,,,
1148,5/28/22 8:24,5.4,3.96,,,,,
1149,5/28/22 8:29,5.4,3.96,,,,,
1150,5/28/22 8:34,5.4,3.97,,,,,
1151,5/28/22 8:39,5.4,3.97,,,,,
1152,5/28/22 8:44,5.4,3.97,,,,,
1153,5/28/22 8:49,3.2,3.97,,,,,
1154,5/28/22 8:54,3.2,3.99,,,,,
1155,5/28/22 8:59,5.4,3.97,,,,,
1156,5/28/22 9:04,5.4,3.99,,,,,
1157,5/28/22 9:09,5.4,3.99,,,,,
1158,5/28/22 9:14,3.2,3.97,,,,,
1159,5/28/22 9:19,5.4,3.99,,,,,
1160,5/28/22 9:24,5.4,3.99,,,,,
1161,5/28/22 9:29,5.4,3.99,,,,,
1162,5/28/22 9:34,3.2,4,,,,,
1163,5/28/22 9:39,5.4,3.99,,,,,
1164,5/28/22 9:44,5.4,3.99,,,,,
1165,5/28/22 9:49,5.4,3.99,,,,,
1166,5/28/22 9:54,5.4,3.99,,,,,
1167,5/28/22 9:59,5.4,3.99,,,,,
1168,5/28/22 10:04,5.4,4,,,,,
1169,5/28/22 10:09,5.4,4,,,,,
1170,5/28/22 10:14,5.4,4,,,,,
1171,5/28/22 10:19,5.4,4,,,,,
1172,5/28/22 10:24,5.4,4,,,,,
1173,5/28/22 10:29,2.1,4,,,,,
1174,5/28/22 10:34,5.4,4.01,,,,,
1175,5/28/22 10:39,5.4,4,,,,,
1176,5/28/22 10:44,3.2,4.01,,,,,
1177,5/28/22 10:49,5.4,4.01,,,,,
1178,5/28/22 10:54,5.4,4,,,,,
1179,5/28/22 10:59,5.4,4.02,,,,,
1180,5/28/22 11:04,5.4,4.01,,,,,
1181,5/28/22 11:09,5.4,4.01,,,,,
1182,5/28/22 11:14,5.4,4,,,,,
1183,5/28/22 11:19,5.4,4,,,,,
1184,5/28/22 11:24,5.4,4.01,,,,,
1185,5/28/22 11:29,5.4,4.01,,,,,
1186,5/28/22 11:34,5.4,4.01,,,,,
1187,5/28/22 11:39,5.4,4.01,,,,,
1188,5/28/22 11:44,5.4,4.01,,,,,
1189,5/28/22 11:49,5.4,4.02,,,,,
1190,5/28/22 11:54,5.4,4.02,,,,,
1191,5/28/22 11:59,2.1,4.01,,,,,
1192,5/28/22 12:04,5.4,4.01,,,,,
1193,5/28/22 12:09,5.4,4.02,,,,,
1194,5/28/22 12:14,5.4,4.02,,,,,
1195,5/28/22 12:19,5.4,4.02,,,,,
1196,5/28/22 12:24,5.4,4.02,,,,,
1197,5/28/22 12:29,5.4,4.02,,,,,
1198,5/28/22 12:34,5.4,4.02,,,,,
1199,5/28/22 12:39,5.4,4.04,,,,,
1200,5/28/22 12:44,5.4,4.02,,,,,
1201,5/28/22 12:49,5.4,4.02,,,,,
1202,5/28/22 12:54,5.4,4.02,,,,,
1203,5/28/22 12:59,5.4,4.04,,,,,
1204,5/28/22 13:04,5.4,4.04,,,,,
1205,5/28/22 13:09,5.4,4.02,,,,,
1206,5/28/22 13:14,5.4,4.04,,,,,
1207,5/28/22 13:19,5.4,4.04,,,,,
1208,5/28/22 13:24,2.1,4.02,,,,,
1209,5/28/22 13:29,3.2,4.05,,,,,
1210,5/28/22 13:34,5.4,4.04,,,,,
1211,5/28/22 13:39,5.4,4.04,,,,,
1212,5/28/22 13:44,5.4,4.04,,,,,
1213,5/28/22 13:49,5.4,4.05,,,,,
1214,5/28/22 13:54,5.4,4.04,,,,,
1215,5/28/22 13:59,3.2,4.04,,,,,
1216,5/28/22 14:04,5.4,4.05,,,,,
1217,5/28/22 14:09,5.4,4.04,,,,,
1218,5/28/22 14:14,5.4,4.05,,,,,
1219,5/28/22 14:19,5.4,4.04,,,,,
1220,5/28/22 14:24,5.4,4.05,,,,,
1221,5/28/22 14:29,5.4,4.05,,,,,
1222,5/28/22 14:34,5.4,4.05,,,,,
1223,5/28/22 14:39,5.4,4.05,,,,,
1224,5/28/22 14:44,5.4,4.05,,,,,
1225,5/28/22 14:49,5.4,4.04,,,,,
1226,5/28/22 14:54,5.4,4.05,,,,,
1227,5/28/22 14:59,5.4,4.05,,,,,
1228,5/28/22 15:04,5.4,4.06,,,,,
1229,5/28/22 15:09,2.1,4.05,,,,,
1230,5/28/22 15:14,5.4,4.06,,,,,
1231,5/28/22 15:19,5.4,4.05,,,,,
1232,5/28/22 15:24,5.4,4.05,,,,,
1233,5/28/22 15:29,5.4,4.05,,,,,
1234,5/28/22 15:34,5.4,4.05,,,,,
1235,5/28/22 15:39,5.4,4.06,,,,,
1236,5/28/22 15:44,5.4,4.05,,,,,
1237,5/28/22 15:49,3.2,4.05,,,,,
1238,5/28/22 15:54,5.4,4.05,,,,,
1239,5/28/22 15:59,5.4,4.05,,,,,
1240,5/28/22 16:04,5.4,4.06,,,,,
1241,5/28/22 16:09,5.4,4.06,,,,,
1242,5/28/22 16:14,3.2,4.05,,,,,
1243,5/28/22 16:19,5.4,4.06,,,,,
1244,5/28/22 16:24,5.4,4.06,,,,,
1245,5/28/22 16:29,5.4,4.06,,,,,
1246,5/28/22 16:34,5.4,4.06,,,,,
1247,5/28/22 16:39,3.2,4.06,,,,,
1248,5/28/22 16:44,5.4,4.05,,,,,
1249,5/28/22 16:49,5.4,4.06,,,,,
1250,5/28/22 16:54,5.4,4.06,,,,,
1251,5/28/22 16:59,5.4,4.06,,,,,
1252,5/28/22 17:04,5.4,4.05,,,,,
1253,5/28/22 17:09,5.4,4.06,,,,,
1254,5/28/22 17:14,5.4,4.08,,,,,
1255,5/28/22 17:19,5.4,4.06,,,,,
1256,5/28/22 17:24,5.4,4.06,,,,,
1257,5/28/22 17:29,5.4,4.06,,,,,
1258,5/28/22 17:34,5.4,4.06,,,,,
1259,5/28/22 17:39,5.4,4.06,,,,,
1260,5/28/22 17:44,5.4,4.06,,,,,
1261,5/28/22 17:49,5.4,4.06,,,,,
1262,5/28/22 17:54,5.4,4.08,,,,,
1263,5/28/22 17:59,5.4,4.08,,,,,
1264,5/28/22 18:04,5.4,4.06,,,,,
1265,5/28/22 18:09,5.4,4.06,,,,,
1266,5/28/22 18:14,3.2,4.06,,,,,
1267,5/28/22 18:19,5.4,4.08,,,,,
1268,5/28/22 18:24,5.4,4.08,,,,,
1269,5/28/22 18:29,5.4,4.08,,,,,
1270,5/28/22 18:34,5.4,4.08,,,,,
1271,5/28/22 18:39,5.4,4.08,,,,,
1272,5/28/22 18:44,5.4,4.08,,,,,
1273,5/28/22 18:49,5.4,4.08,,,,,
1274,5/28/22 18:54,5.4,4.06,,,,,
1275,5/28/22 18:59,5.4,4.06,,,,,
1276,5/28/22 19:04,5.4,4.06,,,,,
1277,5/28/22 19:09,5.4,4.06,,,,,
1278,5/28/22 19:14,5.4,4.08,,,,,
1279,5/28/22 19:19,5.4,4.08,,,,,
1280,5/28/22 19:24,5.4,4.08,,,,,
1281,5/28/22 19:29,5.4,4.08,,,,,
1282,5/28/22 19:34,5.4,4.08,,,,,
1283,5/28/22 19:39,5.4,4.06,,,,,
1284,5/28/22 19:44,5.4,4.08,,,,,
1285,5/28/22 19:49,5.4,4.08,,,,,
1286,5/28/22 19:54,5.4,4.08,,,,,
1287,5/28/22 19:59,5.4,4.08,,,,,
1288,5/28/22 20:04,3.2,4.08,,,,,
1289,5/28/22 20:09,5.4,4.08,,,,,
1290,5/28/22 20:14,5.4,4.08,,,,,
1291,5/28/22 20:19,5.4,4.08,,,,,
1292,5/28/22 20:24,5.4,4.09,,,,,
1293,5/28/22 20:29,5.4,4.09,,,,,
1294,5/28/22 20:34,5.4,4.08,,,,,
1295,5/28/22 20:39,5.4,4.08,,,,,
1296,5/28/22 20:44,5.4,4.08,,,,,
1297,5/28/22 20:49,5.4,4.08,,,,,
1298,5/28/22 20:54,5.4,4.09,,,,,
1299,5/28/22 20:59,5.4,4.08,,,,,
1300,5/28/22 21:04,3.2,4.08,,,,,
1301,5/28/22 21:09,5.4,4.08,,,,,
1302,5/28/22 21:14,5.4,4.08,,,,,
1303,5/28/22 21:19,5.4,4.08,,,,,
1304,5/28/22 21:24,3.2,4.08,,,,,
1305,5/28/22 21:29,5.4,4.09,,,,,
1306,5/28/22 21:34,5.4,4.08,,,,,
1307,5/28/22 21:39,5.4,4.08,,,,,
1308,5/28/22 21:44,5.4,4.09,,,,,
1309,5/28/22 21:49,5.4,4.09,,,,,
1310,5/28/22 21:54,3.2,4.08,,,,,
1311,5/28/22 21:59,5.4,4.08,,,,,
1312,5/28/22 22:04,5.4,4.08,,,,,
1313,5/28/22 22:09,5.4,4.09,,,,,
1314,5/28/22 22:14,5.4,4.08,,,,,
1315,5/28/22 22:19,5.4,4.09,,,,,
1316,5/28/22 22:24,2.1,4.09,,,,,
1317,5/28/22 22:29,5.4,4.09,,,,,
1318,5/28/22 22:34,5.4,4.09,,,,,
1319,5/28/22 22:39,5.4,4.08,,,,,
1320,5/28/22 22:44,5.4,4.08,,,,,
1321,5/28/22 22:49,5.4,4.09,,,,,
1322,5/28/22 22:54,5.4,4.09,,,,,
1323,5/28/22 22:59,5.4,4.09,,,,,
1324,5/28/22 23:04,5.4,4.09,,,,,
1325,5/28/22 23:09,3.2,4.09,,,,,
1326,5/28/22 23:14,5.4,4.09,,,,,
1327,5/28/22 23:19,3.2,4.09,,,,,
1328,5/28/22 23:24,5.4,4.09,,,,,
1329,5/28/22 23:29,5.4,4.09,,,,,
1330,5/28/22 23:34,5.4,4.09,,,,,
1331,5/28/22 23:39,3.2,4.09,,,,,
1332,5/28/22 23:44,5.4,4.09,,,,,
1333,5/28/22 23:49,17.1,4.09,,,,,
1334,5/28/22 23:54,5.4,4.09,,,,,
1335,5/28/22 23:59,5.4,4.09,,,,,
1336,5/29/22 0:04,5.4,4.09,,,,,
1337,5/29/22 0:09,5.4,4.09,,,,,
1338,5/29/22 0:14,5.4,4.1,,,,,
1339,5/29/22 0:19,5.4,4.1,,,,,
1340,5/29/22 0:24,5.4,4.09,,,,,
1341,5/29/22 0:29,5.4,4.09,,,,,
1342,5/29/22 0:34,5.4,4.1,,,,,
1343,5/29/22 0:39,5.4,4.1,,,,,
1344,5/29/22 0:44,3.2,4.09,,,,,
1345,5/29/22 0:49,5.4,4.09,,,,,
1346,5/29/22 0:54,5.4,4.09,,,,,
1347,5/29/22 0:59,5.4,4.1,,,,,
1348,5/29/22 1:04,5.4,4.1,,,,,
1349,5/29/22 1:09,5.4,4.1,,,,,
1350,5/29/22 1:14,5.4,4.09,,,,,
1351,5/29/22 1:19,3.2,4.09,,,,,
1352,5/29/22 1:24,5.4,4.1,,,,,
1353,5/29/22 1:29,5.4,4.12,,,,,
1354,5/29/22 1:34,3.2,4.1,,,,,
1355,5/29/22 1:39,5.4,4.1,,,,,
1356,5/29/22 1:44,5.4,4.1,,,,,
1357,5/29/22 1:49,5.4,4.1,,,,,
1358,5/29/22 1:54,3.2,4.1,,,,,
1359,5/29/22 1:59,5.4,4.1,,,,,
1360,5/29/22 2:04,5.4,4.1,,,,,
1361,5/29/22 2:09,5.4,4.1,,,,,
1362,5/29/22 2:14,5.4,4.1,,,,,
1363,5/29/22 2:19,5.4,4.1,,,,,
1364,5/29/22 2:24,5.4,4.12,,,,,
1365,5/29/22 2:29,5.4,4.12,,,,,
1366,5/29/22 2:34,5.4,4.12,,,,,
1367,5/29/22 2:39,5.4,4.12,,,,,
1368,5/29/22 2:44,2.1,4.1,,,,,
1369,5/29/22 2:49,5.4,4.1,,,,,
1370,5/29/22 2:54,5.4,4.12,,,,,
1371,5/29/22 2:59,5.4,4.1,,,,,
1372,5/29/22 3:04,5.4,4.12,,,,,
1373,5/29/22 3:09,5.4,4.12,,,,,
1374,5/29/22 3:14,5.4,4.12,,,,,
1375,5/29/22 3:19,5.4,4.12,,,,,
1376,5/29/22 3:24,5.4,4.12,,,,,
1377,5/29/22 3:29,3.2,4.12,,,,,
1378,5/29/22 3:34,5.4,4.12,,,,,
1379,5/29/22 3:39,5.4,4.12,,,,,
1380,5/29/22 3:44,5.4,4.13,,,,,
1381,5/29/22 3:49,5.4,4.12,,,,,
1382,5/29/22 3:54,5.4,4.13,,,,,
1383,5/29/22 3:59,5.4,4.13,,,,,
1384,5/29/22 4:04,5.4,4.13,,,,,
1385,5/29/22 4:09,5.4,4.13,,,,,
1386,5/29/22 4:14,5.4,4.13,,,,,
1387,5/29/22 4:19,5.4,4.12,,,,,
1388,5/29/22 4:24,5.4,4.12,,,,,
1389,5/29/22 4:29,5.4,4.13,,,,,
1390,5/29/22 4:34,5.4,4.13,,,,,
1391,5/29/22 4:39,5.4,4.12,,,,,
1392,5/29/22 4:44,5.4,4.12,,,,,
1393,5/29/22 4:49,5.4,4.13,,,,,
1394,5/29/22 4:54,5.4,4.13,,,,,
1395,5/29/22 4:59,5.4,4.13,,,,,
1396,5/29/22 5:04,5.4,4.13,,,,,
1397,5/29/22 5:09,5.4,4.13,,,,,
1398,5/29/22 5:14,5.4,4.13,,,,,
1399,5/29/22 5:19,5.4,4.13,,,,,
1400,5/29/22 5:24,5.4,4.13,,,,,
1401,5/29/22 5:29,5.4,4.13,,,,,
1402,5/29/22 5:34,5.4,4.14,,,,,
1403,5/29/22 5:39,5.4,4.13,,,,,
1404,5/29/22 5:44,5.4,4.13,,,,,
1405,5/29/22 5:49,5.4,4.13,,,,,
1406,5/29/22 5:54,5.4,4.13,,,,,
1407,5/29/22 5:59,5.4,4.13,,,,,
1408,5/29/22 6:04,3.2,4.14,,,,,
1409,5/29/22 6:09,5.4,4.13,,,,,
1410,5/29/22 6:14,5.4,4.14,,,,,
1411,5/29/22 6:19,5.4,4.14,,,,,
1412,5/29/22 6:24,5.4,4.14,,,,,
1413,5/29/22 6:29,5.4,4.14,,,,,
1414,5/29/22 6:34,5.4,4.14,,,,,
1415,5/29/22 6:39,5.4,4.14,,,,,
1416,5/29/22 6:44,5.4,4.14,,,,,
1417,5/29/22 6:49,5.4,4.14,,,,,
1418,5/29/22 6:54,5.4,4.14,,,,,
1419,5/29/22 6:59,5.4,4.14,,,,,
1420,5/29/22 7:04,5.4,4.14,,,,,
1421,5/29/22 7:09,5.4,4.14,,,,,
1422,5/29/22 7:14,5.4,4.14,,,,,
1423,5/29/22 7:19,5.4,4.14,,,,,
1424,5/29/22 7:24,5.4,4.14,,,,,
1425,5/29/22 7:29,5.4,4.14,,,,,
1426,5/29/22 7:34,5.4,4.15,,,,,
1427,5/29/22 7:39,5.4,4.14,,,,,
1428,5/29/22 7:44,3.2,4.14,,,,,
1429,5/29/22 7:49,5.4,4.14,,,,,
1430,5/29/22 7:54,5.4,4.14,,,,,
1431,5/29/22 7:59,5.4,4.15,,,,,
1432,5/29/22 8:04,5.4,4.15,,,,,
1433,5/29/22 8:09,3.2,4.14,,,,,
1434,5/29/22 8:14,5.4,4.14,,,,,
1435,5/29/22 8:19,5.4,4.17,,,,,
1436,5/29/22 8:24,5.4,4.17,,,,,
1437,5/29/22 8:29,5.4,4.15,,,,,
1438,5/29/22 8:34,5.4,4.15,,,,,
1439,5/29/22 8:39,5.4,4.15,,,,,
1440,5/29/22 8:44,5.4,4.15,,,,,
1441,5/29/22 8:49,5.4,4.15,,,,,
1442,5/29/22 8:54,5.4,4.15,,,,,
1443,5/29/22 8:59,5.4,4.15,,,,,
1444,5/29/22 9:04,5.4,4.15,,,,,
1445,5/29/22 9:09,3.2,4.17,,,,,
1446,5/29/22 9:14,5.4,4.15,,,,,
1447,5/29/22 9:19,5.4,4.15,,,,,
1448,5/29/22 9:24,3.2,4.15,,,,,
1449,5/29/22 9:29,5.4,4.17,,,,,
1450,5/29/22 9:34,5.4,4.15,,,,,
1451,5/29/22 9:39,5.4,4.15,,,,,
1452,5/29/22 9:44,5.4,4.15,,,,,
1453,5/29/22 9:49,3.2,4.17,,,,,
1454,5/29/22 9:54,5.4,4.15,,,,,
1455,5/29/22 9:59,5.4,4.17,,,,,
1456,5/29/22 10:04,2.1,4.17,,,,,
1457,5/29/22 10:09,5.4,4.17,,,,,
1458,5/29/22 10:14,3.2,4.17,,,,,
1459,5/29/22 10:19,5.4,4.17,,,,,
1460,5/29/22 10:24,3.2,4.17,,,,,
1461,5/29/22 10:29,5.4,4.17,,,,,
1462,5/29/22 10:34,5.4,4.17,,,,,
1463,5/29/22 10:39,5.4,4.15,,,,,
1464,5/29/22 10:44,5.4,4.17,,,,,
1465,5/29/22 10:49,5.4,4.17,,,,,
1466,5/29/22 10:54,5.4,4.17,,,,,
1467,5/29/22 10:59,5.4,4.17,,,,,
1468,5/29/22 11:04,3.2,4.17,,,,,
1469,5/29/22 11:09,5.4,4.15,,,,,
1470,5/29/22 11:14,5.4,4.17,,,,,
1471,5/29/22 11:19,5.4,4.17,,,,,
1472,5/29/22 11:24,5.4,4.17,,,,,
1473,5/29/22 11:29,5.4,4.17,,,,,
1474,5/29/22 11:34,3.2,4.17,,,,,
1475,5/29/22 11:39,5.4,4.17,,,,,
1476,5/29/22 11:44,5.4,4.18,,,,,
1477,5/29/22 11:49,5.4,4.17,,,,,
1478,5/29/22 11:54,5.4,4.17,,,,,
1479,5/29/22 11:59,3.2,4.17,,,,,
1480,5/29/22 12:04,5.4,4.17,,,,,
1481,5/29/22 12:09,5.4,4.17,,,,,
1482,5/29/22 12:14,5.4,4.18,,,,,
1483,5/29/22 12:19,5.4,4.17,,,,,
1484,5/29/22 12:24,5.4,4.17,,,,,
1485,5/29/22 12:29,5.4,4.18,,,,,
1486,5/29/22 12:34,2.1,4.17,,,,,
1487,5/29/22 12:39,3.2,4.18,,,,,
1488,5/29/22 12:44,3.2,4.17,,,,,
1489,5/29/22 12:49,5.4,4.18,,,,,
1490,5/29/22 12:54,3.2,4.17,,,,,
1491,5/29/22 12:59,3.2,4.17,,,,,
1492,5/29/22 13:04,3.2,4.17,,,,,
1493,5/29/22 13:09,5.4,4.17,,,,,
1494,5/29/22 13:14,5.4,4.17,,,,,
1495,5/29/22 13:19,3.2,4.18,,,,,
1496,5/29/22 13:24,5.4,4.18,,,,,
1497,5/29/22 13:29,5.4,4.17,,,,,
1498,5/29/22 13:34,3.2,4.17,,,,,
1499,5/29/22 13:39,5.4,4.17,,,,,
1500,5/29/22 13:44,5.4,4.18,,,,,
1501,5/29/22 13:49,5.4,4.17,,,,,
1502,5/29/22 13:54,5.4,4.17,,,,,
1503,5/29/22 13:59,5.4,4.17,,,,,
1504,5/29/22 14:04,2.1,4.17,,,,,
1505,5/29/22 14:09,5.4,4.18,,,,,
1506,5/29/22 14:14,5.4,4.18,,,,,
1507,5/29/22 14:19,5.4,4.18,,,,,
1508,5/29/22 14:24,5.4,4.17,,,,,
1509,5/29/22 14:29,5.4,4.18,,,,,
1510,5/29/22 14:34,3.2,4.17,,,,,
1511,5/29/22 14:39,5.4,4.18,,,,,
1512,5/29/22 14:44,5.4,4.18,,,,,
1513,5/29/22 14:49,3.2,4.17,,,,,
1514,5/29/22 14:54,5.4,4.18,,,,,
1515,5/29/22 14:59,5.4,4.18,,,,,
1516,5/29/22 15:04,5.4,4.18,,,,,
1517,5/29/22 15:09,5.4,4.18,,,,,
1518,5/29/22 15:14,3.2,4.17,,,,,
1519,5/29/22 15:19,5.4,4.18,,,,,
1520,5/29/22 15:24,5.4,4.17,,,,,
1521,5/29/22 15:29,5.4,4.18,,,,,
1522,5/29/22 15:34,5.4,4.18,,,,,
1523,5/29/22 15:39,5.4,4.18,,,,,
1524,5/29/22 15:44,5.4,4.17,,,,,
1525,5/29/22 15:49,2.1,4.17,,,,,
1526,5/29/22 15:54,5.4,4.18,,,,,
1527,5/29/22 15:59,5.4,4.18,,,,,
1528,5/29/22 16:04,5.4,4.18,,,,,
1529,5/29/22 16:09,5.4,4.17,,,,,
1530,5/29/22 16:14,5.4,4.18,,,,,
1531,5/29/22 16:19,5.4,4.18,,,,,
1532,5/29/22 16:24,5.4,4.18,,,,,
1533,5/29/22 16:29,5.4,4.17,,,,,
1534,5/29/22 16:34,5.4,4.18,,,,,
1535,5/29/22 16:39,5.4,4.17,,,,,
1536,5/29/22 16:44,5.4,4.17,,,,,
1537,5/29/22 16:49,5.4,4.17,,,,,
1538,5/29/22 16:54,5.4,4.18,,,,,
1539,5/29/22 16:59,3.2,4.18,,,,,
1540,5/29/22 17:04,5.4,4.17,,,,,
1541,5/29/22 17:09,3.2,4.17,,,,,
1542,5/29/22 17:14,5.4,4.18,,,,,
1543,5/29/22 17:19,5.4,4.17,,,,,
1544,5/29/22 17:24,5.4,4.17,,,,,
1545,5/29/22 17:29,2.1,4.18,,,,,
1546,5/29/22 17:34,5.4,4.18,,,,,
1547,5/29/22 17:39,5.4,4.18,,,,,
1548,5/29/22 17:44,5.4,4.18,,,,,
1549,5/29/22 17:49,5.4,4.17,,,,,
1550,5/29/22 17:54,5.4,4.17,,,,,
1551,5/29/22 17:59,5.4,4.17,,,,,
1552,5/29/22 18:04,5.4,4.17,,,,,
1553,5/29/22 18:09,5.4,4.17,,,,,
1554,5/29/22 18:14,5.4,4.17,,,,,
1555,5/29/22 18:19,5.4,4.18,,,,,
1556,5/29/22 18:24,5.4,4.18,,,,,
1557,5/29/22 18:29,3.2,4.17,,,,,
1558,5/29/22 18:34,5.4,4.17,,,,,
1559,5/29/22 18:39,5.4,4.15,,,,,
1560,5/29/22 18:44,5.4,4.18,,,,,
1561,5/29/22 18:49,5.4,4.17,,,,,
1562,5/29/22 18:54,5.4,4.17,,,,,
1563,5/29/22 18:59,5.4,4.17,,,,,
1564,5/29/22 19:04,5.4,4.17,,,,,
1565,5/29/22 19:09,2.1,4.17,,,,,
1566,5/29/22 19:14,5.4,4.17,,,,,
1567,5/29/22 19:19,5.4,4.18,,,,,
1568,5/29/22 19:24,5.4,4.15,,,,,
1569,5/29/22 19:29,5.4,4.18,,,,,
1570,5/29/22 19:34,5.4,4.17,,,,,
1571,5/29/22 19:39,5.4,4.17,,,,,
1572,5/29/22 19:44,3.2,4.17,,,,,
1573,5/29/22 19:49,5.4,4.15,,,,,
1574,5/29/22 19:54,6.1,4.17,,,,,
1575,5/29/22 19:59,5.4,4.17,,,,,
1576,5/29/22 20:04,3.2,4.15,,,,,
1577,5/29/22 20:09,17.1,4.17,,,,,
1578,5/29/22 20:14,5.4,4.17,,,,,
1579,5/29/22 20:19,5.4,4.17,,,,,
1580,5/29/22 20:24,5.4,4.15,,,,,
1581,5/29/22 20:29,5.4,4.15,,,,,
1582,5/29/22 20:34,5.4,4.17,,,,,
1583,5/29/22 20:39,5.4,4.17,,,,,
1584,5/29/22 20:44,5.4,4.17,,,,,
1585,5/29/22 20:49,5.4,4.17,,,,,
1586,5/29/22 20:54,5.4,4.17,,,,,
1587,5/29/22 20:59,5.4,4.17,,,,,
1588,5/29/22 21:04,5.4,4.17,,,,,
1589,5/29/22 21:09,3.2,4.17,,,,,
1590,5/29/22 21:14,5.4,4.17,,,,,
1591,5/29/22 21:19,5.4,4.15,,,,,
1592,5/29/22 21:24,5.4,4.17,,,,,
1593,5/29/22 21:29,5.4,4.17,,,,,
1594,5/29/22 21:34,5.4,4.17,,,,,
1595,5/29/22 21:39,5.4,4.15,,,,,
1596,5/29/22 21:44,5.4,4.15,,,,,
1597,5/29/22 21:49,5.4,4.17,,,,,
1598,5/29/22 21:54,5.4,4.15,,,,,
1599,5/29/22 21:59,5.4,4.15,,,,,
1600,5/29/22 22:04,5.4,4.17,,,,,
1601,5/29/22 22:09,5.4,4.15,,,,,
1602,5/29/22 22:14,5.4,4.17,,,,,
1603,5/29/22 22:19,5.4,4.17,,,,,
1604,5/29/22 22:24,5.4,4.17,,,,,
1605,5/29/22 22:29,5.4,4.15,,,,,
1606,5/29/22 22:34,5.4,4.17,,,,,
1607,5/29/22 22:39,3.2,4.15,,,,,
1608,5/29/22 22:44,5.4,4.15,,,,,
1609,5/29/22 22:49,3.2,4.17,,,,,
1610,5/29/22 22:54,5.4,4.15,,,,,
1611,5/29/22 22:59,5.4,4.17,,,,,
1612,5/29/22 23:04,5.4,4.15,,,,,
1613,5/29/22 23:09,5.4,4.15,,,,,
1614,5/29/22 23:14,2.1,4.17,,,,,
1615,5/29/22 23:19,5.4,4.15,,,,,
1616,5/29/22 23:24,5.4,4.17,,,,,
1617,5/29/22 23:29,3.2,4.17,,,,,
1618,5/29/22 23:34,5.4,4.15,,,,,
1619,5/29/22 23:39,3.2,4.17,,,,,
1620,5/29/22 23:44,5.4,4.17,,,,,
1621,5/29/22 23:49,5.4,4.15,,,,,
1622,5/29/22 23:54,5.4,4.17,,,,,
1623,5/29/22 23:59,5.4,4.17,,,,,
1624,5/30/22 0:04,5.4,4.17,,,,,
1625,5/30/22 0:09,5.4,4.15,,,,,
1626,5/30/22 0:14,5.4,4.15,,,,,
1627,5/30/22 0:19,5.4,4.17,,,,,
