ID,time_sec,BV_volts,temp_C,DO_mgL,Q,datetime,sample_year,DO_mgL_avg,date,time
14083,1652349660,3.19,1.518,9.308,0.991,2022-05-12T10:01:00Z,2022,9.3092,5/12/22,3:01:00
14084,1652349720,3.19,1.539,9.309,0.991,2022-05-12T10:02:00Z,2022,9.3098,5/12/22,3:02:00
14085,1652349780,3.19,1.561,9.297,0.991,2022-05-12T10:03:00Z,2022,9.3066,5/12/22,3:03:00
14086,1652349840,3.19,1.529,9.304,0.991,2022-05-12T10:04:00Z,2022,9.3054,5/12/22,3:04:00
14087,1652349900,3.19,1.539,9.299,0.991,2022-05-12T10:05:00Z,2022,9.3034,5/12/22,3:05:00
14088,1652349960,3.19,1.55,9.292,0.991,2022-05-12T10:06:00Z,2022,9.3002,5/12/22,3:06:00
14089,1652350020,3.19,1.55,9.279,0.99,2022-05-12T10:07:00Z,2022,9.2942,5/12/22,3:07:00
14090,1652350080,3.19,1.539,9.304,0.991,2022-05-12T10:08:00Z,2022,9.2956,5/12/22,3:08:00
14091,1652350140,3.19,1.55,9.295,0.991,2022-05-12T10:09:00Z,2022,9.2938,5/12/22,3:09:00
14092,1652350200,3.19,1.529,9.299,0.991,2022-05-12T10:10:00Z,2022,9.2938,5/12/22,3:10:00
14093,1652350260,3.19,1.55,9.302,0.991,2022-05-12T10:11:00Z,2022,9.2958,5/12/22,3:11:00
14094,1652350320,3.19,1.518,9.306,0.991,2022-05-12T10:12:00Z,2022,9.3012,5/12/22,3:12:00
14095,1652350380,3.19,1.529,9.301,0.991,2022-05-12T10:13:00Z,2022,9.3006,5/12/22,3:13:00
14096,1652350440,3.19,1.507,9.304,0.99,2022-05-12T10:14:00Z,2022,9.3024,5/12/22,3:14:00
14097,1652350500,3.19,1.571,9.286,0.991,2022-05-12T10:15:00Z,2022,9.2998,5/12/22,3:15:00
14098,1652350560,3.19,1.529,9.299,0.991,2022-05-12T10:16:00Z,2022,9.2992,5/12/22,3:16:00
14099,1652350620,3.19,1.55,9.306,0.991,2022-05-12T10:17:00Z,2022,9.2992,5/12/22,3:17:00
14100,1652350680,3.19,1.529,9.311,0.991,2022-05-12T10:18:00Z,2022,9.3012,5/12/22,3:18:00
14101,1652350740,3.19,1.55,9.303,0.991,2022-05-12T10:19:00Z,2022,9.301,5/12/22,3:19:00
14102,1652350800,3.19,1.539,9.303,0.991,2022-05-12T10:20:00Z,2022,9.3044,5/12/22,3:20:00
14103,1652350860,3.19,1.539,9.301,0.991,2022-05-12T10:21:00Z,2022,9.3048,5/12/22,3:21:00
14104,1652350920,3.19,1.529,9.308,0.991,2022-05-12T10:22:00Z,2022,9.3052,5/12/22,3:22:00
14105,1652350980,3.19,1.55,9.291,0.991,2022-05-12T10:23:00Z,2022,9.3012,5/12/22,3:23:00
14106,1652351040,3.19,1.529,9.301,0.991,2022-05-12T10:24:00Z,2022,9.3008,5/12/22,3:24:00
14107,1652351100,3.19,1.539,9.295,0.991,2022-05-12T10:25:00Z,2022,9.2992,5/12/22,3:25:00
14108,1652351160,3.19,1.507,9.31,0.991,2022-05-12T10:26:00Z,2022,9.301,5/12/22,3:26:00
14109,1652351220,3.19,1.55,9.294,0.991,2022-05-12T10:27:00Z,2022,9.2982,5/12/22,3:27:00
14110,1652351280,3.19,1.529,9.297,0.991,2022-05-12T10:28:00Z,2022,9.2994,5/12/22,3:28:00
14111,1652351340,3.19,1.55,9.297,0.991,2022-05-12T10:29:00Z,2022,9.2986,5/12/22,3:29:00
14112,1652351400,3.19,1.539,9.308,0.991,2022-05-12T10:30:00Z,2022,9.3012,5/12/22,3:30:00
14113,1652351460,3.19,1.561,9.295,0.991,2022-05-12T10:31:00Z,2022,9.2982,5/12/22,3:31:00
14114,1652351520,3.19,1.539,9.3,0.991,2022-05-12T10:32:00Z,2022,9.2994,5/12/22,3:32:00
14115,1652351580,3.19,1.518,9.31,0.991,2022-05-12T10:33:00Z,2022,9.302,5/12/22,3:33:00
14116,1652351640,3.19,1.539,9.292,0.99,2022-05-12T10:34:00Z,2022,9.301,5/12/22,3:34:00
14117,1652351700,3.19,1.507,9.318,0.991,2022-05-12T10:35:00Z,2022,9.303,5/12/22,3:35:00
14118,1652351760,3.19,1.561,9.301,0.991,2022-05-12T10:36:00Z,2022,9.3042,5/12/22,3:36:00
14119,1652351820,3.19,1.539,9.298,0.991,2022-05-12T10:37:00Z,2022,9.3038,5/12/22,3:37:00
14120,1652351880,3.19,1.55,9.294,0.991,2022-05-12T10:38:00Z,2022,9.3006,5/12/22,3:38:00
14121,1652351940,3.19,1.571,9.296,0.991,2022-05-12T10:39:00Z,2022,9.3014,5/12/22,3:39:00
14122,1652352000,3.19,1.55,9.304,0.991,2022-05-12T10:40:00Z,2022,9.2986,5/12/22,3:40:00
14123,1652352060,3.19,1.518,9.314,0.991,2022-05-12T10:41:00Z,2022,9.3012,5/12/22,3:41:00
14124,1652352120,3.19,1.529,9.304,0.991,2022-05-12T10:42:00Z,2022,9.3024,5/12/22,3:42:00
14125,1652352180,3.19,1.539,9.314,0.991,2022-05-12T10:43:00Z,2022,9.3064,5/12/22,3:43:00
14126,1652352240,3.19,1.529,9.299,0.991,2022-05-12T10:44:00Z,2022,9.307,5/12/22,3:44:00
14127,1652352300,3.19,1.518,9.313,0.991,2022-05-12T10:45:00Z,2022,9.3088,5/12/22,3:45:00
14128,1652352360,3.19,1.55,9.3,0.991,2022-05-12T10:46:00Z,2022,9.306,5/12/22,3:46:00
14129,1652352420,3.19,1.529,9.311,0.991,2022-05-12T10:47:00Z,2022,9.3074,5/12/22,3:47:00
14130,1652352480,3.19,1.518,9.311,0.991,2022-05-12T10:48:00Z,2022,9.3068,5/12/22,3:48:00
14131,1652352540,3.19,1.539,9.296,0.991,2022-05-12T10:49:00Z,2022,9.3062,5/12/22,3:49:00
14132,1652352600,3.19,1.529,9.307,0.991,2022-05-12T10:50:00Z,2022,9.305,5/12/22,3:50:00
14133,1652352660,3.19,1.518,9.301,0.991,2022-05-12T10:51:00Z,2022,9.3052,5/12/22,3:51:00
14134,1652352720,3.19,1.518,9.311,0.991,2022-05-12T10:52:00Z,2022,9.3052,5/12/22,3:52:00
14135,1652352780,3.19,1.539,9.286,0.99,2022-05-12T10:53:00Z,2022,9.3002,5/12/22,3:53:00
14136,1652352840,3.19,1.55,9.308,0.992,2022-05-12T10:54:00Z,2022,9.3026,5/12/22,3:54:00
14137,1652352900,3.19,1.529,9.312,0.991,2022-05-12T10:55:00Z,2022,9.3036,5/12/22,3:55:00
14138,1652352960,3.19,1.55,9.291,0.991,2022-05-12T10:56:00Z,2022,9.3016,5/12/22,3:56:00
14139,1652353020,3.19,1.539,9.304,0.991,2022-05-12T10:57:00Z,2022,9.3002,5/12/22,3:57:00
14140,1652353080,3.19,1.539,9.281,0.99,2022-05-12T10:58:00Z,2022,9.2992,5/12/22,3:58:00
14141,1652353140,3.19,1.518,9.303,0.991,2022-05-12T10:59:00Z,2022,9.2982,5/12/22,3:59:00
14142,1652353200,3.19,1.507,9.314,0.991,2022-05-12T11:00:00Z,2022,9.2986,5/12/22,4:00:00
14143,1652353260,3.19,1.529,9.308,0.991,2022-05-12T11:01:00Z,2022,9.302,5/12/22,4:01:00
14144,1652353320,3.19,1.529,9.291,0.99,2022-05-12T11:02:00Z,2022,9.2994,5/12/22,4:02:00
14145,1652353380,3.19,1.539,9.286,0.99,2022-05-12T11:03:00Z,2022,9.3004,5/12/22,4:03:00
14146,1652353440,3.19,1.518,9.302,0.991,2022-05-12T11:04:00Z,2022,9.3002,5/12/22,4:04:00
14147,1652353500,3.19,1.529,9.3,0.991,2022-05-12T11:05:00Z,2022,9.2974,5/12/22,4:05:00
14148,1652353560,3.19,1.55,9.293,0.991,2022-05-12T11:06:00Z,2022,9.2944,5/12/22,4:06:00
14149,1652353620,3.19,1.529,9.299,0.991,2022-05-12T11:07:00Z,2022,9.296,5/12/22,4:07:00
14150,1652353680,3.19,1.529,9.3,0.991,2022-05-12T11:08:00Z,2022,9.2988,5/12/22,4:08:00
14151,1652353740,3.19,1.529,9.293,0.991,2022-05-12T11:09:00Z,2022,9.297,5/12/22,4:09:00
14152,1652353800,3.19,1.55,9.289,0.991,2022-05-12T11:10:00Z,2022,9.2948,5/12/22,4:10:00
14153,1652353860,3.19,1.539,9.29,0.991,2022-05-12T11:11:00Z,2022,9.2942,5/12/22,4:11:00
14154,1652353920,3.19,1.529,9.295,0.991,2022-05-12T11:12:00Z,2022,9.2934,5/12/22,4:12:00
14155,1652353980,3.19,1.529,9.3,0.991,2022-05-12T11:13:00Z,2022,9.2934,5/12/22,4:13:00
14156,1652354040,3.19,1.539,9.298,0.991,2022-05-12T11:14:00Z,2022,9.2944,5/12/22,4:14:00
14157,1652354100,3.19,1.539,9.294,0.991,2022-05-12T11:15:00Z,2022,9.2954,5/12/22,4:15:00
14158,1652354160,3.19,1.518,9.296,0.991,2022-05-12T11:16:00Z,2022,9.2966,5/12/22,4:16:00
14159,1652354220,3.19,1.55,9.286,0.991,2022-05-12T11:17:00Z,2022,9.2948,5/12/22,4:17:00
14160,1652354280,3.19,1.518,9.289,0.991,2022-05-12T11:18:00Z,2022,9.2926,5/12/22,4:18:00
14161,1652354340,3.19,1.518,9.303,0.991,2022-05-12T11:19:00Z,2022,9.2936,5/12/22,4:19:00
14162,1652354400,3.19,1.518,9.311,0.991,2022-05-12T11:20:00Z,2022,9.297,5/12/22,4:20:00
14163,1652354460,3.19,1.55,9.284,0.991,2022-05-12T11:21:00Z,2022,9.2946,5/12/22,4:21:00
14164,1652354520,3.19,1.529,9.295,0.991,2022-05-12T11:22:00Z,2022,9.2964,5/12/22,4:22:00
14165,1652354580,3.19,1.539,9.293,0.991,2022-05-12T11:23:00Z,2022,9.2972,5/12/22,4:23:00
14166,1652354640,3.19,1.55,9.283,0.991,2022-05-12T11:24:00Z,2022,9.2932,5/12/22,4:24:00
14167,1652354700,3.19,1.539,9.295,0.991,2022-05-12T11:25:00Z,2022,9.29,5/12/22,4:25:00
14168,1652354760,3.19,1.539,9.302,0.992,2022-05-12T11:26:00Z,2022,9.2936,5/12/22,4:26:00
14169,1652354820,3.19,1.529,9.3,0.991,2022-05-12T11:27:00Z,2022,9.2946,5/12/22,4:27:00
14170,1652354880,3.19,1.529,9.297,0.991,2022-05-12T11:28:00Z,2022,9.2954,5/12/22,4:28:00
14171,1652354940,3.19,1.529,9.287,0.991,2022-05-12T11:29:00Z,2022,9.2962,5/12/22,4:29:00
14172,1652355000,3.19,1.539,9.304,0.992,2022-05-12T11:30:00Z,2022,9.298,5/12/22,4:30:00
14173,1652355060,3.19,1.496,9.315,0.991,2022-05-12T11:31:00Z,2022,9.3006,5/12/22,4:31:00
14174,1652355120,3.19,1.529,9.288,0.991,2022-05-12T11:32:00Z,2022,9.2982,5/12/22,4:32:00
14175,1652355180,3.19,1.529,9.3,0.992,2022-05-12T11:33:00Z,2022,9.2988,5/12/22,4:33:00
14176,1652355240,3.19,1.529,9.304,0.991,2022-05-12T11:34:00Z,2022,9.3022,5/12/22,4:34:00
14177,1652355300,3.19,1.518,9.304,0.991,2022-05-12T11:35:00Z,2022,9.3022,5/12/22,4:35:00
14178,1652355360,3.19,1.518,9.292,0.991,2022-05-12T11:36:00Z,2022,9.2976,5/12/22,4:36:00
14179,1652355420,3.19,1.496,9.311,0.991,2022-05-12T11:37:00Z,2022,9.3022,5/12/22,4:37:00
14180,1652355480,3.19,1.475,9.318,0.991,2022-05-12T11:38:00Z,2022,9.3058,5/12/22,4:38:00
14181,1652355540,3.19,1.518,9.303,0.991,2022-05-12T11:39:00Z,2022,9.3056,5/12/22,4:39:00
14182,1652355600,3.19,1.55,9.282,0.991,2022-05-12T11:40:00Z,2022,9.3012,5/12/22,4:40:00
14183,1652355660,3.19,1.507,9.298,0.991,2022-05-12T11:41:00Z,2022,9.3024,5/12/22,4:41:00
14184,1652355720,3.19,1.507,9.3,0.991,2022-05-12T11:42:00Z,2022,9.3002,5/12/22,4:42:00
14185,1652355780,3.19,1.507,9.288,0.991,2022-05-12T11:43:00Z,2022,9.2942,5/12/22,4:43:00
14186,1652355840,3.19,1.486,9.28,0.991,2022-05-12T11:44:00Z,2022,9.2896,5/12/22,4:44:00
14187,1652355900,3.19,1.464,9.298,0.99,2022-05-12T11:45:00Z,2022,9.2928,5/12/22,4:45:00
14188,1652355960,3.19,1.486,9.311,0.991,2022-05-12T11:46:00Z,2022,9.2954,5/12/22,4:46:00
14189,1652356020,3.19,1.507,9.294,0.991,2022-05-12T11:47:00Z,2022,9.2942,5/12/22,4:47:00
14190,1652356080,3.19,1.464,9.329,0.991,2022-05-12T11:48:00Z,2022,9.3024,5/12/22,4:48:00
14191,1652356140,3.19,1.518,9.285,0.99,2022-05-12T11:49:00Z,2022,9.3034,5/12/22,4:49:00
14192,1652356200,3.19,1.518,9.294,0.991,2022-05-12T11:50:00Z,2022,9.3026,5/12/22,4:50:00
14193,1652356260,3.19,1.539,9.28,0.991,2022-05-12T11:51:00Z,2022,9.2964,5/12/22,4:51:00
14194,1652356320,3.19,1.507,9.3,0.991,2022-05-12T11:52:00Z,2022,9.2976,5/12/22,4:52:00
14195,1652356380,3.19,1.518,9.303,0.991,2022-05-12T11:53:00Z,2022,9.2924,5/12/22,4:53:00
14196,1652356440,3.19,1.496,9.304,0.991,2022-05-12T11:54:00Z,2022,9.2962,5/12/22,4:54:00
14197,1652356500,3.19,1.486,9.31,0.991,2022-05-12T11:55:00Z,2022,9.2994,5/12/22,4:55:00
14198,1652356560,3.19,1.507,9.301,0.991,2022-05-12T11:56:00Z,2022,9.3036,5/12/22,4:56:00
14199,1652356620,3.19,1.529,9.292,0.991,2022-05-12T11:57:00Z,2022,9.302,5/12/22,4:57:00
14200,1652356680,3.19,1.518,9.287,0.99,2022-05-12T11:58:00Z,2022,9.2988,5/12/22,4:58:00
14201,1652356740,3.19,1.529,9.29,0.991,2022-05-12T11:59:00Z,2022,9.296,5/12/22,4:59:00
14202,1652356800,3.19,1.507,9.303,0.991,2022-05-12T12:00:00Z,2022,9.2946,5/12/22,5:00:00
14203,1652356860,3.19,1.486,9.311,0.991,2022-05-12T12:01:00Z,2022,9.2966,5/12/22,5:01:00
14204,1652356920,3.19,1.518,9.298,0.991,2022-05-12T12:02:00Z,2022,9.2978,5/12/22,5:02:00
14205,1652356980,3.19,1.486,9.304,0.991,2022-05-12T12:03:00Z,2022,9.3012,5/12/22,5:03:00
14206,1652357040,3.19,1.539,9.304,0.992,2022-05-12T12:04:00Z,2022,9.304,5/12/22,5:04:00
14207,1652357100,3.19,1.496,9.312,0.991,2022-05-12T12:05:00Z,2022,9.3058,5/12/22,5:05:00
14208,1652357160,3.19,1.507,9.301,0.991,2022-05-12T12:06:00Z,2022,9.3038,5/12/22,5:06:00
14209,1652357220,3.19,1.496,9.306,0.991,2022-05-12T12:07:00Z,2022,9.3054,5/12/22,5:07:00
14210,1652357280,3.19,1.518,9.308,0.992,2022-05-12T12:08:00Z,2022,9.3062,5/12/22,5:08:00
14211,1652357340,3.19,1.518,9.296,0.991,2022-05-12T12:09:00Z,2022,9.3046,5/12/22,5:09:00
14212,1652357400,3.19,1.486,9.313,0.991,2022-05-12T12:10:00Z,2022,9.3048,5/12/22,5:10:00
14213,1652357460,3.19,1.529,9.28,0.991,2022-05-12T12:11:00Z,2022,9.3006,5/12/22,5:11:00
14214,1652357520,3.19,1.507,9.304,0.991,2022-05-12T12:12:00Z,2022,9.3002,5/12/22,5:12:00
14215,1652357580,3.19,1.507,9.29,0.99,2022-05-12T12:13:00Z,2022,9.2966,5/12/22,5:13:00
14216,1652357640,3.19,1.529,9.295,0.991,2022-05-12T12:14:00Z,2022,9.2964,5/12/22,5:14:00
14217,1652357700,3.19,1.496,9.31,0.991,2022-05-12T12:15:00Z,2022,9.2958,5/12/22,5:15:00
14218,1652357760,3.19,1.507,9.301,0.991,2022-05-12T12:16:00Z,2022,9.3,5/12/22,5:16:00
14219,1652357820,3.19,1.518,9.312,0.992,2022-05-12T12:17:00Z,2022,9.3016,5/12/22,5:17:00
14220,1652357880,3.19,1.507,9.288,0.991,2022-05-12T12:18:00Z,2022,9.3012,5/12/22,5:18:00
14221,1652357940,3.19,1.507,9.298,0.991,2022-05-12T12:19:00Z,2022,9.3018,5/12/22,5:19:00
14222,1652358000,3.19,1.496,9.308,0.991,2022-05-12T12:20:00Z,2022,9.3014,5/12/22,5:20:00
14223,1652358060,3.19,1.496,9.312,0.992,2022-05-12T12:21:00Z,2022,9.3036,5/12/22,5:21:00
14224,1652358120,3.19,1.496,9.29,0.99,2022-05-12T12:22:00Z,2022,9.2992,5/12/22,5:22:00
14225,1652358180,3.19,1.486,9.321,0.992,2022-05-12T12:23:00Z,2022,9.3058,5/12/22,5:23:00
14226,1652358240,3.19,1.518,9.292,0.991,2022-05-12T12:24:00Z,2022,9.3046,5/12/22,5:24:00
14227,1652358300,3.19,1.475,9.312,0.991,2022-05-12T12:25:00Z,2022,9.3054,5/12/22,5:25:00
14228,1652358360,3.19,1.432,9.17,0.99,2022-05-12T12:26:00Z,2022,9.277,5/12/22,5:26:00
14229,1652358420,3.19,1.238,9.181,0.989,2022-05-12T12:27:00Z,2022,9.2552,5/12/22,5:27:00
14230,1652358480,3.19,1.195,9.282,0.99,2022-05-12T12:28:00Z,2022,9.2474,5/12/22,5:28:00
14231,1652358540,3.19,1.271,9.31,0.991,2022-05-12T12:29:00Z,2022,9.251,5/12/22,5:29:00
14232,1652358600,3.19,1.282,9.321,0.991,2022-05-12T12:30:00Z,2022,9.2528,5/12/22,5:30:00
14233,1652358660,3.19,1.325,9.314,0.991,2022-05-12T12:31:00Z,2022,9.2816,5/12/22,5:31:00
14234,1652358720,3.19,1.325,9.342,0.991,2022-05-12T12:32:00Z,2022,9.3138,5/12/22,5:32:00
14235,1652358780,3.19,1.411,9.309,0.991,2022-05-12T12:33:00Z,2022,9.3192,5/12/22,5:33:00
14236,1652358840,3.19,1.432,9.314,0.991,2022-05-12T12:34:00Z,2022,9.32,5/12/22,5:34:00
14237,1652358900,3.19,1.443,9.304,0.991,2022-05-12T12:35:00Z,2022,9.3166,5/12/22,5:35:00
14238,1652358960,3.19,1.421,9.325,0.991,2022-05-12T12:36:00Z,2022,9.3188,5/12/22,5:36:00
14239,1652359020,3.19,1.464,9.302,0.991,2022-05-12T12:37:00Z,2022,9.3108,5/12/22,5:37:00
14240,1652359080,3.19,1.454,9.305,0.99,2022-05-12T12:38:00Z,2022,9.31,5/12/22,5:38:00
14241,1652359140,3.19,1.486,9.302,0.991,2022-05-12T12:39:00Z,2022,9.3076,5/12/22,5:39:00
14242,1652359200,3.19,1.464,9.301,0.991,2022-05-12T12:40:00Z,2022,9.307,5/12/22,5:40:00
14243,1652359260,3.19,1.507,9.286,0.991,2022-05-12T12:41:00Z,2022,9.2992,5/12/22,5:41:00
14244,1652359320,3.19,1.529,9.302,0.992,2022-05-12T12:42:00Z,2022,9.2992,5/12/22,5:42:00
14245,1652359380,3.19,1.496,9.295,0.991,2022-05-12T12:43:00Z,2022,9.2972,5/12/22,5:43:00
14246,1652359440,3.19,1.507,9.298,0.991,2022-05-12T12:44:00Z,2022,9.2964,5/12/22,5:44:00
14247,1652359500,3.19,1.507,9.305,0.992,2022-05-12T12:45:00Z,2022,9.2972,5/12/22,5:45:00
14248,1652359560,3.19,1.507,9.296,0.991,2022-05-12T12:46:00Z,2022,9.2992,5/12/22,5:46:00
14249,1652359620,3.19,1.496,9.305,0.991,2022-05-12T12:47:00Z,2022,9.2998,5/12/22,5:47:00
14250,1652359680,3.19,1.486,9.3,0.99,2022-05-12T12:48:00Z,2022,9.3008,5/12/22,5:48:00
14251,1652359740,3.19,1.507,9.293,0.991,2022-05-12T12:49:00Z,2022,9.2998,5/12/22,5:49:00
14252,1652359800,3.19,1.529,9.286,0.991,2022-05-12T12:50:00Z,2022,9.296,5/12/22,5:50:00
14253,1652359860,3.19,1.507,9.292,0.991,2022-05-12T12:51:00Z,2022,9.2952,5/12/22,5:51:00
14254,1652359920,3.19,1.529,9.291,0.991,2022-05-12T12:52:00Z,2022,9.2924,5/12/22,5:52:00
14255,1652359980,3.19,1.486,9.298,0.991,2022-05-12T12:53:00Z,2022,9.292,5/12/22,5:53:00
14256,1652360040,3.19,1.539,9.276,0.99,2022-05-12T12:54:00Z,2022,9.2886,5/12/22,5:54:00
14257,1652360100,3.19,1.507,9.309,0.991,2022-05-12T12:55:00Z,2022,9.2932,5/12/22,5:55:00
14258,1652360160,3.19,1.507,9.311,0.992,2022-05-12T12:56:00Z,2022,9.297,5/12/22,5:56:00
14259,1652360220,3.19,1.496,9.309,0.991,2022-05-12T12:57:00Z,2022,9.3006,5/12/22,5:57:00
14260,1652360280,3.19,1.507,9.294,0.991,2022-05-12T12:58:00Z,2022,9.2998,5/12/22,5:58:00
14261,1652360340,3.19,1.486,9.314,0.991,2022-05-12T12:59:00Z,2022,9.3074,5/12/22,5:59:00
14262,1652360400,3.19,1.518,9.297,0.991,2022-05-12T13:00:00Z,2022,9.305,5/12/22,6:00:00
14263,1652360460,3.19,1.518,9.283,0.991,2022-05-12T13:01:00Z,2022,9.2994,5/12/22,6:01:00
14264,1652360520,3.19,1.496,9.297,0.991,2022-05-12T13:02:00Z,2022,9.297,5/12/22,6:02:00
14265,1652360580,3.19,1.486,9.301,0.991,2022-05-12T13:03:00Z,2022,9.2984,5/12/22,6:03:00
14266,1652360640,3.19,1.518,9.296,0.991,2022-05-12T13:04:00Z,2022,9.2948,5/12/22,6:04:00
14267,1652360700,3.19,1.496,9.306,0.991,2022-05-12T13:05:00Z,2022,9.2966,5/12/22,6:05:00
14268,1652360760,3.19,1.529,9.303,0.992,2022-05-12T13:06:00Z,2022,9.3006,5/12/22,6:06:00
14269,1652360820,3.19,1.507,9.3,0.991,2022-05-12T13:07:00Z,2022,9.3012,5/12/22,6:07:00
14270,1652360880,3.19,1.496,9.316,0.992,2022-05-12T13:08:00Z,2022,9.3042,5/12/22,6:08:00
14271,1652360940,3.19,1.518,9.283,0.991,2022-05-12T13:09:00Z,2022,9.3016,5/12/22,6:09:00
14272,1652361000,3.19,1.507,9.305,0.992,2022-05-12T13:10:00Z,2022,9.3014,5/12/22,6:10:00
14273,1652361060,3.19,1.507,9.281,0.99,2022-05-12T13:11:00Z,2022,9.297,5/12/22,6:11:00
14274,1652361120,3.19,1.507,9.299,0.991,2022-05-12T13:12:00Z,2022,9.2968,5/12/22,6:12:00
14275,1652361180,3.19,1.507,9.309,0.991,2022-05-12T13:13:00Z,2022,9.2954,5/12/22,6:13:00
14276,1652361240,3.19,1.518,9.284,0.99,2022-05-12T13:14:00Z,2022,9.2956,5/12/22,6:14:00
14277,1652361300,3.19,1.464,9.311,0.991,2022-05-12T13:15:00Z,2022,9.2968,5/12/22,6:15:00
14278,1652361360,3.19,1.518,9.292,0.991,2022-05-12T13:16:00Z,2022,9.299,5/12/22,6:16:00
14279,1652361420,3.19,1.486,9.317,0.992,2022-05-12T13:17:00Z,2022,9.3026,5/12/22,6:17:00
14280,1652361480,3.19,1.475,9.302,0.991,2022-05-12T13:18:00Z,2022,9.3012,5/12/22,6:18:00
14281,1652361540,3.19,1.496,9.298,0.991,2022-05-12T13:19:00Z,2022,9.304,5/12/22,6:19:00
14282,1652361600,3.19,1.539,9.295,0.991,2022-05-12T13:20:00Z,2022,9.3008,5/12/22,6:20:00
14283,1652361660,3.19,1.496,9.294,0.991,2022-05-12T13:21:00Z,2022,9.3012,5/12/22,6:21:00
14284,1652361720,3.19,1.486,9.302,0.991,2022-05-12T13:22:00Z,2022,9.2982,5/12/22,6:22:00
14285,1652361780,3.19,1.518,9.291,0.991,2022-05-12T13:23:00Z,2022,9.296,5/12/22,6:23:00
14286,1652361840,3.19,1.507,9.284,0.991,2022-05-12T13:24:00Z,2022,9.2932,5/12/22,6:24:00
14287,1652361900,3.19,1.464,9.317,0.991,2022-05-12T13:25:00Z,2022,9.2976,5/12/22,6:25:00
14288,1652361960,3.19,1.518,9.292,0.991,2022-05-12T13:26:00Z,2022,9.2972,5/12/22,6:26:00
14289,1652362020,3.19,1.507,9.297,0.991,2022-05-12T13:27:00Z,2022,9.2962,5/12/22,6:27:00
14290,1652362080,3.19,1.518,9.3,0.991,2022-05-12T13:28:00Z,2022,9.298,5/12/22,6:28:00
14291,1652362140,3.19,1.539,9.3,0.992,2022-05-12T13:29:00Z,2022,9.3012,5/12/22,6:29:00
14292,1652362200,3.19,1.529,9.294,0.991,2022-05-12T13:30:00Z,2022,9.2966,5/12/22,6:30:00
14293,1652362260,3.19,1.529,9.277,0.99,2022-05-12T13:31:00Z,2022,9.2936,5/12/22,6:31:00
14294,1652362320,3.19,1.529,9.281,0.991,2022-05-12T13:32:00Z,2022,9.2904,5/12/22,6:32:00
14295,1652362380,3.19,1.529,9.294,0.991,2022-05-12T13:33:00Z,2022,9.2892,5/12/22,6:33:00
14296,1652362440,3.19,1.507,9.304,0.991,2022-05-12T13:34:00Z,2022,9.29,5/12/22,6:34:00
14297,1652362500,3.19,1.496,9.301,0.991,2022-05-12T13:35:00Z,2022,9.2914,5/12/22,6:35:00
14298,1652362560,3.19,1.507,9.301,0.991,2022-05-12T13:36:00Z,2022,9.2962,5/12/22,6:36:00
14299,1652362620,3.19,1.539,9.282,0.991,2022-05-12T13:37:00Z,2022,9.2964,5/12/22,6:37:00
14300,1652362680,3.19,1.529,9.288,0.991,2022-05-12T13:38:00Z,2022,9.2952,5/12/22,6:38:00
14301,1652362740,3.19,1.529,9.298,0.991,2022-05-12T13:39:00Z,2022,9.294,5/12/22,6:39:00
14302,1652362800,3.19,1.518,9.29,0.991,2022-05-12T13:40:00Z,2022,9.2918,5/12/22,6:40:00
14303,1652362860,3.19,1.518,9.294,0.991,2022-05-12T13:41:00Z,2022,9.2904,5/12/22,6:41:00
14304,1652362920,3.19,1.507,9.304,0.991,2022-05-12T13:42:00Z,2022,9.2948,5/12/22,6:42:00
14305,1652362980,3.19,1.496,9.3,0.991,2022-05-12T13:43:00Z,2022,9.2972,5/12/22,6:43:00
14306,1652363040,3.19,1.507,9.307,0.991,2022-05-12T13:44:00Z,2022,9.299,5/12/22,6:44:00
14307,1652363100,3.19,1.539,9.299,0.991,2022-05-12T13:45:00Z,2022,9.3008,5/12/22,6:45:00
14308,1652363160,3.19,1.529,9.3,0.991,2022-05-12T13:46:00Z,2022,9.302,5/12/22,6:46:00
14309,1652363220,3.19,1.539,9.289,0.991,2022-05-12T13:47:00Z,2022,9.299,5/12/22,6:47:00
14310,1652363280,3.19,1.529,9.281,0.991,2022-05-12T13:48:00Z,2022,9.2952,5/12/22,6:48:00
14311,1652363340,3.19,1.55,9.291,0.991,2022-05-12T13:49:00Z,2022,9.292,5/12/22,6:49:00
14312,1652363400,3.19,1.529,9.297,0.991,2022-05-12T13:50:00Z,2022,9.2916,5/12/22,6:50:00
14313,1652363460,3.19,1.539,9.286,0.991,2022-05-12T13:51:00Z,2022,9.2888,5/12/22,6:51:00
14314,1652363520,3.19,1.539,9.29,0.991,2022-05-12T13:52:00Z,2022,9.289,5/12/22,6:52:00
14315,1652363580,3.19,1.539,9.284,0.991,2022-05-12T13:53:00Z,2022,9.2896,5/12/22,6:53:00
14316,1652363640,3.19,1.55,9.279,0.991,2022-05-12T13:54:00Z,2022,9.2872,5/12/22,6:54:00
14317,1652363700,3.19,1.529,9.304,0.991,2022-05-12T13:55:00Z,2022,9.2886,5/12/22,6:55:00
14318,1652363760,3.19,1.561,9.29,0.991,2022-05-12T13:56:00Z,2022,9.2894,5/12/22,6:56:00
14319,1652363820,3.19,1.55,9.281,0.991,2022-05-12T13:57:00Z,2022,9.2876,5/12/22,6:57:00
